,Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,Review
1752,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,8/18/2016,8.7,Austria Trend Hotel Doppio Wien,Bulgaria,0,3010,154,18,9.6,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 3 nights ']",350 day,48.1854312,16.404884,Best sleep experience in a hotel ever Large beds extremely comfortable pillows which is very rare Fresh food for breakfast sufficient variety The hotel is very well maintained everything is clean and looks like new Great position of the LED TV Tea and coffee making facilities in the room of a great quality Teekanne and Julius Meinl Complimentary Manner waffels were waiting for us on arrival Free toiletries from shower cap to shaving and tooth kits to cotton pads one can basically travel with some clothes in a backpack that was so well organised Staff is great great great everyone we met was friendly smiling and speaking perfect English Bathrooms are large ours came with a shower was really appreciated Rooms are quiet Great free parking facility Fast connection to downtown and underground with tram 71 So far the best hotel I ve stayed in and it is truly a 4 one
1761,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,7/21/2016,8.7,Austria Trend Hotel Doppio Wien,United Kingdom,0,3010,59,2,9.2,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 2 nights ']",378 day,48.1854312,16.404884,The hotel gave us a free upgrade so the room had a fabulous walk in shower and tea coffee in the room Very convenient location with free parking on site Visiting the sights in Vienna is easy S Bahn St Marx station and tram stops Routes 18 and 71 within 5 10 minutes walk of the hotel
1773,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,42618,8.7,Austria Trend Hotel Doppio Wien,Macedonia,0,3010,34,2,8.8,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 3 nights ']",451 day,48.1854312,16.404884,The room was spacious clean and comfortable The hotel is near a tram station that takes you to the center No 71 which is a convenient way to go around the city
1782,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,3/24/2016,8.7,Austria Trend Hotel Doppio Wien,United States of America,0,3010,48,47,9.6,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ']",497 day,48.1854312,16.404884,Excellent hotel without any flaws for a decent price and a rich breakfast menu for an acceptable price The location served us well as we were headed to the airport the next day and the S Bahn S7 stop is only a few walking minutes away
1790,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,2/28/2016,8.7,Austria Trend Hotel Doppio Wien,Serbia,0,3010,40,16,10,"[' Business trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 1 night ']",522 day,48.1854312,16.404884,After 5 6 days we were again i this hotel We were very surprised when we were offered free upgrade to suite Everything still perfect We will come back every the next time when we re in Vienna
1791,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,2/28/2016,8.7,Austria Trend Hotel Doppio Wien,Serbia,0,3010,51,16,10,"[' Business trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 1 night ']",522 day,48.1854312,16.404884,The last time we were at this hotel did not deserve the best rating because of some things But now I realized that it was just a failure of employees who obviously was just that time now everything is perfect Good breakfast clean rooms free parking wi fi perfect
1819,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,42103,8.7,Austria Trend Hotel Doppio Wien,Romania,0,3010,36,15,9.6,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",699 day,48.1854312,16.404884,The large room was a plus The easy access by car from the highway is great Free parking Hotel very close to tram line 71 in 15 min you are in the city center
1823,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,42774,8.7,Austria Trend Hotel Doppio Wien,New Zealand,0,3010,16,7,7.5,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 2 nights ']",1 days,48.1854312,16.404884,Breakfast was absolutely amazing both quality and range Particularly liked the local organic aspect
1824,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,7/27/2017,8.7,Austria Trend Hotel Doppio Wien,South Korea,0,3010,9,37,8.8,"[' Business trip ', ' Group ', ' 2 rooms ', ' Stayed 2 nights ']",7 days,48.1854312,16.404884,location is OK quiet and well stayed
1827,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,7/23/2017,8.7,Austria Trend Hotel Doppio Wien,Belgium,0,3010,14,19,10,"[' Business trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",11 days,48.1854312,16.404884,great stay very good value for money free parking very comfortable bed
1828,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,7/22/2017,8.7,Austria Trend Hotel Doppio Wien,Russia,0,3010,4,44,8.8,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ']",12 days,48.1854312,16.404884,comfortable modern hotel
1830,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,7/19/2017,8.7,Austria Trend Hotel Doppio Wien,Czech Republic,0,3010,7,3,8.8,"[' Leisure trip ', ' Travelers with friends ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",15 days,48.1854312,16.404884,Nice hotel with free parking
1834,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,42893,8.7,Austria Trend Hotel Doppio Wien,United States of America,0,3010,13,21,10,"[' Leisure trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 1 night ']",28 days,48.1854312,16.404884,Nice clean comfortable facilities Very friendly staff Close to Erdberg Station
1835,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,6/21/2017,8.7,Austria Trend Hotel Doppio Wien,Romania,0,3010,19,86,9.6,"[' Business trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 1 night ']",43 days,48.1854312,16.404884,Nice and modern hotel close to the center of Vienna very clean will all facilities on site
1837,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,5/25/2017,8.7,Austria Trend Hotel Doppio Wien,Serbia,0,3010,17,17,8.8,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",70 days,48.1854312,16.404884,Everything was great Bed and pillows were very comfortable Breakfast was tasty with sufficient choice
1839,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,5/21/2017,8.7,Austria Trend Hotel Doppio Wien,Romania,0,3010,33,8,10,"[' Leisure trip ', ' Family with young children ', ' Classic Twin Room ', ' Stayed 4 nights ']",74 days,48.1854312,16.404884,The subway is 15 min away from the hotel In 7 min you can go with the train fast You have 3 station to Prater Prater is only 50 min walk
1844,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,4/17/2017,8.7,Austria Trend Hotel Doppio Wien,Lithuania,0,3010,23,11,8.3,"[' Leisure trip ', ' Family with young children ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",108 day,48.1854312,16.404884,Comfortable and clean hotel Quite close to the city center aprox 10 15 min by tram Rich breakfest Free car parking
1851,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,2/19/2017,8.7,Austria Trend Hotel Doppio Wien,Hungary,0,3010,7,22,10,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ']",165 day,48.1854312,16.404884,Location breakfast everything Fully satisfied
1854,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,2/16/2017,8.7,Austria Trend Hotel Doppio Wien,Greece,0,3010,23,17,9.2,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ']",168 day,48.1854312,16.404884,Good location if you travel by car Free parking and near the highway Breakfast was good enough Room nice and clean
1855,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,43071,8.7,Austria Trend Hotel Doppio Wien,,0,3010,23,10,10,"[' Leisure trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 1 night ']",172 day,48.1854312,16.404884,Free parking wonderful breakfast very quiet despite that is very closed to highway Perfect for 1 night transit and even more
1856,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,43041,8.7,Austria Trend Hotel Doppio Wien,Poland,0,3010,9,10,9.2,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 2 nights ']",173 day,48.1854312,16.404884,Very good starting point to visit Vienna
1860,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,1/31/2017,8.7,Austria Trend Hotel Doppio Wien,Germany,0,3010,23,1,10,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",184 day,48.1854312,16.404884,Breakfast was amazing The extra free memory foam pillows where fantastic Good connection to city Extremely good value for money 5 Star
1862,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,1/30/2017,8.7,Austria Trend Hotel Doppio Wien,Poland,0,3010,6,11,9.2,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",185 day,48.1854312,16.404884,Very clean and comfortable
1863,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,1/29/2017,8.7,Austria Trend Hotel Doppio Wien,Poland,0,3010,5,7,10,"[' Family with young children ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",186 day,48.1854312,16.404884,Hotel is excellent
1865,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,1/19/2017,8.7,Austria Trend Hotel Doppio Wien,Serbia,0,3010,30,8,8.3,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",196 day,48.1854312,16.404884,Free parking and good we fi Beds are comfortable rooms clean There is a tram station right in front of the hotel and metro station is close enough
1869,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,42948,8.7,Austria Trend Hotel Doppio Wien,Romania,0,3010,7,43,9.6,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",207 day,48.1854312,16.404884,Free parking Good breakfast Nice room
1870,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,42887,8.7,Austria Trend Hotel Doppio Wien,Canada,0,3010,23,1,10,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",209 day,48.1854312,16.404884,Price for the money friendly staff The bartender Daniel are friendly and helpful he do a extra step to accommodate your request
1873,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,42856,8.7,Austria Trend Hotel Doppio Wien,Romania,0,3010,18,1,9.6,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",210 day,48.1854312,16.404884,Warm and cozy room easy acces to the city and airport and a safe parking area
1874,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,42795,8.7,Austria Trend Hotel Doppio Wien,Germany,0,3010,18,7,9.2,"[' With a pet ', ' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ']",212 day,48.1854312,16.404884,The bed was really comfortable The room was clean and quiet Wery good location Amazing breakfast
1877,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,12/28/2016,8.7,Austria Trend Hotel Doppio Wien,Ukraine,0,3010,13,3,8.8,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ']",218 day,48.1854312,16.404884,Very clean hotel cozy and comfortable I would stay there again
1878,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,12/26/2016,8.7,Austria Trend Hotel Doppio Wien,Greece,0,3010,8,5,9.6,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",220 day,48.1854312,16.404884,Perfect Room very clean and big
1879,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,12/25/2016,8.7,Austria Trend Hotel Doppio Wien,Romania,0,3010,4,7,7.9,"[' Leisure trip ', ' Family with young children ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",221 day,48.1854312,16.404884,Staff breakfast room
1884,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,11/26/2016,8.7,Austria Trend Hotel Doppio Wien,Austria,0,3010,4,19,8.8,"[' Business trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 1 night ']",250 day,48.1854312,16.404884,perfektes business hotel
1886,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,11/18/2016,8.7,Austria Trend Hotel Doppio Wien,Romania,0,3010,25,60,10,"[' Business trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 2 nights ']",258 day,48.1854312,16.404884,Doppio is the same good hotel that I knew Everything was perfect high level of service quality So keep up the good work
1889,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,42380,8.7,Austria Trend Hotel Doppio Wien,Romania,0,3010,11,16,10,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 3 nights ']",275 day,48.1854312,16.404884,Nice staff Good WiFi Big nice room Free parking
1890,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,42380,8.7,Austria Trend Hotel Doppio Wien,Latvia,0,3010,19,47,7.9,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 4 nights ']",275 day,48.1854312,16.404884,free parking free wi fi good location next to Marx Hall good Irish Pub next to hotel
1892,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,10/28/2016,8.7,Austria Trend Hotel Doppio Wien,United States of America,0,3010,27,1,9.5,"[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 3 nights ']",279 day,48.1854312,16.404884,I had positive experience staying there The staff was friendly and helpful Parking is free Our room was very spacious I liked the bathtub size
1895,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,10/25/2016,8.7,Austria Trend Hotel Doppio Wien,Australia,0,3010,15,7,7.5,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",282 day,48.1854312,16.404884,A fantastic hotel with excellent staff Would be happy to stay there again
1897,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,42531,8.7,Austria Trend Hotel Doppio Wien,Hungary,0,3010,6,14,9.6,"[' Leisure trip ', ' Family with young children ', ' Classic Twin Room ', ' Stayed 1 night ']",301 day,48.1854312,16.404884,Free parking and nice breakfast
1898,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,9/30/2016,8.7,Austria Trend Hotel Doppio Wien,Serbia,0,3010,13,7,8.3,"[' Business trip ', ' Group ', ' Classic Twin Room ', ' Stayed 2 nights ']",307 day,48.1854312,16.404884,Free parking nice and clean rooms free internet Everything is OK
1899,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,9/22/2016,8.7,Austria Trend Hotel Doppio Wien,Poland,0,3010,19,1,8.8,"[' Business trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 2 nights ']",315 day,48.1854312,16.404884,Clean comfortable rooms no problems with wi fi good breakfast for this price you can t have more
1900,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,9/21/2016,8.7,Austria Trend Hotel Doppio Wien,Bosnia and Herzegovina,0,3010,12,10,10,"[' Business trip ', ' Group ', ' Classic Twin Room ', ' Stayed 1 night ']",316 day,48.1854312,16.404884,Each time the same In one word all is perfect
1907,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,42560,8.7,Austria Trend Hotel Doppio Wien,Netherlands,0,3010,13,8,8.3,"[' Business trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 1 night ']",330 day,48.1854312,16.404884,around the corner of Tmobile office Very good price quality ratio
1909,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,42499,8.7,Austria Trend Hotel Doppio Wien,Ukraine,0,3010,9,7,10,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ']",332 day,48.1854312,16.404884,Everything was really on the top level
1914,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,8/30/2016,8.7,Austria Trend Hotel Doppio Wien,Switzerland,0,3010,5,6,8.8,"[' Solo traveler ', ' Classic Twin Room ', ' Stayed 1 night ']",338 day,48.1854312,16.404884,Excellent breakfast buffet
1916,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,8/25/2016,8.7,Austria Trend Hotel Doppio Wien,Albania,0,3010,6,5,9.6,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",343 day,48.1854312,16.404884,Very good place to stay
1918,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,8/21/2016,8.7,Austria Trend Hotel Doppio Wien,Croatia,0,3010,4,1,9.2,"[' Leisure trip ', ' Family with young children ', ' Classic Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",347 day,48.1854312,16.404884,Free parking location
1919,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,207,8/21/2016,8.7,Austria Trend Hotel Doppio Wien,Belgium,0,3010,6,19,9.6,"[' Business trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",347 day,48.1854312,16.404884,Comfortable clean an excellent hotel
